region,type,os,price
ap-northeast-1,c3.large,rhel,0.188
ap-northeast-1,c3.xlarge,rhel,0.315
ap-northeast-1,c3.2xlarge,rhel,0.641
ap-northeast-1,c3.4xlarge,rhel,1.151
ap-northeast-1,c3.8xlarge,rhel,2.173
ap-northeast-1,g2.2xlarge,rhel,1.028
ap-northeast-1,g2.8xlarge,rhel,3.722
ap-northeast-1,r3.large,rhel,0.26
ap-northeast-1,r3.xlarge,rhel,0.459
ap-northeast-1,r3.2xlarge,rhel,0.928
ap-northeast-1,r3.4xlarge,rhel,1.726
ap-northeast-1,r3.8xlarge,rhel,3.322
ap-northeast-1,i2.xlarge,rhel,1.061
ap-northeast-1,i2.2xlarge,rhel,2.131
ap-northeast-1,i2.4xlarge,rhel,4.132
ap-northeast-1,i2.8xlarge,rhel,8.134
ap-northeast-1,d2.xlarge,rhel,0.904
ap-northeast-1,d2.2xlarge,rhel,1.818
ap-northeast-1,d2.4xlarge,rhel,3.506
ap-northeast-1,d2.8xlarge,rhel,6.882
ap-southeast-2,t2.micro,rhel,0.08
ap-southeast-2,t2.small,rhel,0.1
ap-southeast-2,t2.medium,rhel,0.14
ap-southeast-2,t2.large,rhel,0.22
ap-southeast-2,m4.large,rhel,0.228
ap-southeast-2,m4.xlarge,rhel,0.396
ap-southeast-2,m4.2xlarge,rhel,0.803
ap-southeast-2,m4.4xlarge,rhel,1.475
ap-southeast-2,m4.10xlarge,rhel,3.493
ap-southeast-2,m3.medium,rhel,0.153
ap-southeast-2,m3.large,rhel,0.246
ap-southeast-2,m3.xlarge,rhel,0.432
ap-southeast-2,m3.2xlarge,rhel,0.875
ap-southeast-2,c4.large,rhel,0.197
ap-southeast-2,c4.xlarge,rhel,0.335
ap-southeast-2,c4.2xlarge,rhel,0.679
ap-southeast-2,c4.4xlarge,rhel,1.227
ap-southeast-2,c4.8xlarge,rhel,2.325
ap-southeast-2,c3.large,rhel,0.192
ap-southeast-2,c3.xlarge,rhel,0.325
ap-southeast-2,c3.2xlarge,rhel,0.659
ap-southeast-2,c3.4xlarge,rhel,1.188
ap-southeast-2,c3.8xlarge,rhel,2.247
ap-southeast-2,g2.2xlarge,rhel,1.028
ap-southeast-2,g2.8xlarge,rhel,3.722
ap-southeast-2,r3.large,rhel,0.26
ap-southeast-2,r3.xlarge,rhel,0.459
ap-southeast-2,r3.2xlarge,rhel,0.928
ap-southeast-2,r3.4xlarge,rhel,1.726
ap-southeast-2,r3.8xlarge,rhel,3.322
ap-southeast-2,i2.xlarge,rhel,1.078
ap-southeast-2,i2.2xlarge,rhel,2.165
ap-southeast-2,i2.4xlarge,rhel,4.2
ap-southeast-2,i2.8xlarge,rhel,8.27
ap-southeast-2,d2.xlarge,rhel,0.93
ap-southeast-2,d2.2xlarge,rhel,1.87
ap-southeast-2,d2.4xlarge,rhel,3.61
ap-southeast-2,d2.8xlarge,rhel,7.09
ap-northeast-2,t2.nano,rhel,0.07
ap-northeast-2,t2.micro,rhel,0.08
ap-northeast-2,t2.small,rhel,0.1
ap-northeast-2,t2.medium,rhel,0.14
ap-northeast-2,t2.large,rhel,0.22
ap-northeast-2,m4.large,rhel,0.225
ap-northeast-2,m4.xlarge,rhel,0.391
ap-northeast-2,m4.2xlarge,rhel,0.79
ap-northeast-2,m4.4xlarge,rhel,1.451
ap-northeast-2,m4.10xlarge,rhel,3.433
ap-northeast-2,c4.large,rhel,0.18
ap-northeast-2,c4.xlarge,rhel,0.299
ap-northeast-2,c4.2xlarge,rhel,0.608
ap-northeast-2,c4.4xlarge,rhel,1.085
ap-northeast-2,c4.8xlarge,rhel,2.04
ap-northeast-2,r3.large,rhel,0.26
ap-northeast-2,r3.xlarge,rhel,0.459
ap-northeast-2,r3.2xlarge,rhel,0.928
ap-northeast-2,r3.4xlarge,rhel,1.726
ap-northeast-2,r3.8xlarge,rhel,3.322
ap-northeast-2,i2.xlarge,rhel,1.061
ap-northeast-2,i2.2xlarge,rhel,2.131
ap-northeast-2,i2.4xlarge,rhel,4.132
ap-northeast-2,i2.8xlarge,rhel,8.134
ap-northeast-2,d2.xlarge,rhel,0.904
ap-northeast-2,d2.2xlarge,rhel,1.818
ap-northeast-2,d2.4xlarge,rhel,3.506
ap-northeast-2,d2.8xlarge,rhel,6.882
sa-east-1,t2.micro,rhel,0.087
sa-east-1,t2.small,rhel,0.114
sa-east-1,t2.medium,rhel,0.168
sa-east-1,t2.large,rhel,0.276
sa-east-1,m3.medium,rhel,0.155
sa-east-1,m3.large,rhel,0.25
sa-east-1,m3.xlarge,rhel,0.441
sa-east-1,m3.2xlarge,rhel,0.891
sa-east-1,c3.large,rhel,0.223
sa-east-1,c3.xlarge,rhel,0.385
sa-east-1,c3.2xlarge,rhel,0.78
sa-east-1,c3.4xlarge,rhel,1.43
sa-east-1,c3.8xlarge,rhel,2.73
sa-east-1,r3.4xlarge,rhel,2.929
sa-east-1,r3.8xlarge,rhel,5.727
us-gov-west-1,t2.micro,rhel,0.075
us-gov-west-1,t2.small,rhel,0.091
us-gov-west-1,t2.medium,rhel,0.122
us-gov-west-1,t2.large,rhel,0.184
us-gov-west-1,m3.medium,rhel,0.144
us-gov-west-1,m3.large,rhel,0.228
us-gov-west-1,m3.xlarge,rhel,0.396
us-gov-west-1,m3.2xlarge,rhel,0.802
us-gov-west-1,c3.large,rhel,0.186
us-gov-west-1,c3.xlarge,rhel,0.312
us-gov-west-1,c3.2xlarge,rhel,0.634
us-gov-west-1,c3.4xlarge,rhel,1.138
us-gov-west-1,c3.8xlarge,rhel,2.146
us-gov-west-1,r3.large,rhel,0.26
us-gov-west-1,r3.xlarge,rhel,0.459
us-gov-west-1,r3.2xlarge,rhel,0.928
us-gov-west-1,r3.4xlarge,rhel,1.726
us-gov-west-1,r3.8xlarge,rhel,3.322
us-gov-west-1,i2.xlarge,rhel,1.083
us-gov-west-1,i2.2xlarge,rhel,2.176
us-gov-west-1,i2.4xlarge,rhel,4.222
us-gov-west-1,i2.8xlarge,rhel,8.314
us-gov-west-1,d2.xlarge,rhel,0.958
us-gov-west-1,d2.2xlarge,rhel,1.786
us-gov-west-1,d2.4xlarge,rhel,3.442
us-gov-west-1,d2.8xlarge,rhel,6.754
us-east-1,t2.nano,sles,0.0165
us-east-1,t2.micro,sles,0.023
us-east-1,t2.small,sles,0.056
us-east-1,t2.medium,sles,0.152
us-east-1,t2.large,sles,0.204
us-east-1,m4.large,sles,0.22
us-east-1,m4.xlarge,sles,0.339
us-east-1,m4.2xlarge,sles,0.579
us-east-1,m4.4xlarge,sles,1.058
us-east-1,m4.10xlarge,sles,2.494
us-east-1,m3.medium,sles,0.167
us-east-1,m3.large,sles,0.233
us-east-1,m3.xlarge,sles,0.366
us-east-1,m3.2xlarge,sles,0.632
us-east-1,c4.large,sles,0.205
us-east-1,c4.xlarge,sles,0.309
us-east-1,c4.2xlarge,sles,0.519
us-east-1,c4.4xlarge,sles,0.938
us-east-1,c4.8xlarge,sles,1.775
us-east-1,c3.large,sles,0.205
us-east-1,c3.xlarge,sles,0.31
us-east-1,c3.2xlarge,sles,0.52
us-east-1,c3.4xlarge,sles,0.94
us-east-1,c3.8xlarge,sles,1.78
us-east-1,g2.2xlarge,sles,0.75
us-east-1,g2.8xlarge,sles,2.7
us-east-1,r3.large,sles,0.266
us-east-1,r3.xlarge,sles,0.433
us-east-1,r3.2xlarge,sles,0.765
us-east-1,r3.4xlarge,sles,1.43
us-east-1,r3.8xlarge,sles,2.76
us-east-1,i2.xlarge,sles,0.953
us-east-1,i2.2xlarge,sles,1.805
us-east-1,i2.4xlarge,sles,3.51
us-east-1,i2.8xlarge,sles,6.92
us-east-1,d2.xlarge,sles,0.79
us-east-1,d2.2xlarge,sles,1.48
us-east-1,d2.4xlarge,sles,2.86
us-east-1,d2.8xlarge,sles,5.62
us-west-2,t2.nano,sles,0.0165
us-west-2,t2.micro,sles,0.023
us-west-2,t2.small,sles,0.056
us-west-2,t2.medium,sles,0.152
us-west-2,t2.large,sles,0.204
us-west-2,m4.large,sles,0.22
us-west-2,m4.xlarge,sles,0.339
us-west-2,m4.2xlarge,sles,0.579
us-west-2,m4.4xlarge,sles,1.058
us-west-2,m4.10xlarge,sles,2.494
us-west-2,m3.medium,sles,0.167
us-west-2,m3.large,sles,0.233
us-west-2,m3.xlarge,sles,0.366
us-west-2,m3.2xlarge,sles,0.632
us-west-2,c4.large,sles,0.205
us-west-2,c4.xlarge,sles,0.309
us-west-2,c4.2xlarge,sles,0.519
us-west-2,c4.4xlarge,sles,0.938
us-west-2,c4.8xlarge,sles,1.775
us-west-2,c3.large,sles,0.205
us-west-2,c3.xlarge,sles,0.31
us-west-2,c3.2xlarge,sles,0.52
us-west-2,c3.4xlarge,sles,0.94
us-west-2,c3.8xlarge,sles,1.78
us-west-2,g2.2xlarge,sles,0.75
us-west-2,g2.8xlarge,sles,2.7
us-west-2,r3.large,sles,0.266
us-west-2,r3.xlarge,sles,0.433
us-west-2,r3.2xlarge,sles,0.765
us-west-2,r3.4xlarge,sles,1.43
us-west-2,r3.8xlarge,sles,2.76
us-west-2,i2.xlarge,sles,0.953
us-west-2,i2.2xlarge,sles,1.805
us-west-2,i2.4xlarge,sles,3.51
us-west-2,i2.8xlarge,sles,6.92
us-west-2,d2.xlarge,sles,0.79
us-west-2,d2.2xlarge,sles,1.48
us-west-2,d2.4xlarge,sles,2.86
us-west-2,d2.8xlarge,sles,5.62
us-west-1,t2.nano,sles,0.0185
us-west-1,t2.micro,sles,0.027
us-west-1,t2.small,sles,0.064
us-west-1,t2.medium,sles,0.168
us-west-1,t2.large,sles,0.236
us-west-1,m4.large,sles,0.24
us-west-1,m4.xlarge,sles,0.379
us-west-1,m4.2xlarge,sles,0.659
us-west-1,m4.4xlarge,sles,1.217
us-west-1,m4.10xlarge,sles,2.893
us-west-1,m3.medium,sles,0.177
us-west-1,m3.large,sles,0.254
us-west-1,m3.xlarge,sles,0.408
us-west-1,m3.2xlarge,sles,0.716
us-west-1,c4.large,sles,0.231
us-west-1,c4.xlarge,sles,0.362
us-west-1,c4.2xlarge,sles,0.624
us-west-1,c4.4xlarge,sles,1.149
us-west-1,c4.8xlarge,sles,2.198
us-west-1,c3.large,sles,0.22
us-west-1,c3.xlarge,sles,0.339
us-west-1,c3.2xlarge,sles,0.578
us-west-1,c3.4xlarge,sles,1.056
us-west-1,c3.8xlarge,sles,2.012
us-west-1,g2.2xlarge,sles,0.802
us-west-1,g2.8xlarge,sles,2.908
us-west-1,r3.large,sles,0.285
us-west-1,r3.xlarge,sles,0.471
us-west-1,r3.2xlarge,sles,0.841
us-west-1,r3.4xlarge,sles,1.582
us-west-1,r3.8xlarge,sles,3.064
us-west-1,i2.xlarge,sles,1.038
us-west-1,i2.2xlarge,sles,1.976
us-west-1,i2.4xlarge,sles,3.851
us-west-1,i2.8xlarge,sles,7.602
eu-west-1,t2.nano,sles,0.017
eu-west-1,t2.micro,sles,0.024
eu-west-1,t2.small,sles,0.058
eu-west-1,t2.medium,sles,0.156
eu-west-1,t2.large,sles,0.212
eu-west-1,m4.large,sles,0.232
eu-west-1,m4.xlarge,sles,0.364
eu-west-1,m4.2xlarge,sles,0.628
eu-west-1,m4.4xlarge,sles,1.156
eu-west-1,m4.10xlarge,sles,2.741
eu-west-1,m3.medium,sles,0.173
eu-west-1,m3.large,sles,0.246
eu-west-1,m3.xlarge,sles,0.393
eu-west-1,m3.2xlarge,sles,0.685
eu-west-1,c4.large,sles,0.219
eu-west-1,c4.xlarge,sles,0.338
eu-west-1,c4.2xlarge,sles,0.577
eu-west-1,c4.4xlarge,sles,1.053
eu-west-1,c4.8xlarge,sles,2.006
eu-west-1,c3.large,sles,0.22
eu-west-1,c3.xlarge,sles,0.339
eu-west-1,c3.2xlarge,sles,0.578
eu-west-1,c3.4xlarge,sles,1.056
eu-west-1,c3.8xlarge,sles,2.012
eu-west-1,g2.2xlarge,sles,0.802
eu-west-1,g2.8xlarge,sles,2.908
eu-west-1,r3.large,sles,0.285
eu-west-1,r3.xlarge,sles,0.471
eu-west-1,r3.2xlarge,sles,0.841
eu-west-1,r3.4xlarge,sles,1.582
eu-west-1,r3.8xlarge,sles,3.064
eu-west-1,i2.xlarge,sles,1.038
eu-west-1,i2.2xlarge,sles,1.976
eu-west-1,i2.4xlarge,sles,3.851
eu-west-1,i2.8xlarge,sles,7.602
eu-west-1,d2.xlarge,sles,0.835
eu-west-1,d2.2xlarge,sles,1.57
eu-west-1,d2.4xlarge,sles,3.04
eu-west-1,d2.8xlarge,sles,5.98
eu-central-1,t2.micro,sles,0.025
eu-central-1,t2.small,sles,0.06
eu-central-1,t2.medium,sles,0.16
eu-central-1,t2.large,sles,0.22
eu-central-1,m4.large,sles,0.243
eu-central-1,m4.xlarge,sles,0.385
eu-central-1,m4.2xlarge,sles,0.67
eu-central-1,m4.4xlarge,sles,1.24
eu-central-1,m4.10xlarge,sles,2.95
eu-central-1,m3.medium,sles,0.179
eu-central-1,m3.large,sles,0.258
eu-central-1,m3.xlarge,sles,0.415
eu-central-1,m3.2xlarge,sles,0.732
eu-central-1,c4.large,sles,0.234
eu-central-1,c4.xlarge,sles,0.367
eu-central-1,c4.2xlarge,sles,0.634
eu-central-1,c4.4xlarge,sles,1.169
eu-central-1,c4.8xlarge,sles,2.238
eu-central-1,c3.large,sles,0.229
eu-central-1,c3.xlarge,sles,0.358
eu-central-1,c3.2xlarge,sles,0.616
eu-central-1,c3.4xlarge,sles,1.132
eu-central-1,c3.8xlarge,sles,2.164
eu-central-1,g2.2xlarge,sles,0.872
eu-central-1,g2.8xlarge,sles,3.188
eu-central-1,r3.large,sles,0.3
eu-central-1,r3.xlarge,sles,0.5
eu-central-1,r3.2xlarge,sles,0.9
eu-central-1,r3.4xlarge,sles,1.7
eu-central-1,r3.8xlarge,sles,3.301
eu-central-1,i2.xlarge,sles,1.113
eu-central-1,i2.2xlarge,sles,2.126
eu-central-1,i2.4xlarge,sles,4.151
eu-central-1,i2.8xlarge,sles,8.202
eu-central-1,d2.xlarge,sles,0.894
eu-central-1,d2.2xlarge,sles,1.688
eu-central-1,d2.4xlarge,sles,3.276
eu-central-1,d2.8xlarge,sles,6.452
ap-southeast-1,t2.nano,sles,0.02
ap-southeast-1,t2.micro,sles,0.03
ap-southeast-1,t2.small,sles,0.07
ap-southeast-1,t2.medium,sles,0.18
ap-southeast-1,t2.large,sles,0.26
ap-southeast-1,m4.large,sles,0.278
ap-southeast-1,m4.xlarge,sles,0.455
ap-southeast-1,m4.2xlarge,sles,0.811
ap-southeast-1,m4.4xlarge,sles,1.521
ap-southeast-1,m4.10xlarge,sles,3.653
ap-southeast-1,m3.medium,sles,0.198
ap-southeast-1,m3.large,sles,0.296
ap-southeast-1,m3.xlarge,sles,0.492
ap-southeast-1,m3.2xlarge,sles,0.884
ap-southeast-1,c4.large,sles,0.244
ap-southeast-1,c4.xlarge,sles,0.389
ap-southeast-1,c4.2xlarge,sles,0.678
ap-southeast-1,c4.4xlarge,sles,1.255
ap-southeast-1,c4.8xlarge,sles,2.41
ap-southeast-1,c3.large,sles,0.232
ap-southeast-1,c3.xlarge,sles,0.365
ap-southeast-1,c3.2xlarge,sles,0.629
ap-southeast-1,c3.4xlarge,sles,1.158
ap-southeast-1,c3.8xlarge,sles,2.217
ap-southeast-1,g2.2xlarge,sles,1.1
ap-southeast-1,g2.8xlarge,sles,4.1
ap-southeast-1,r3.large,sles,0.3
ap-southeast-1,r3.xlarge,sles,0.499
ap-southeast-1,r3.2xlarge,sles,0.898
ap-southeast-1,r3.4xlarge,sles,1.696
ap-southeast-1,r3.8xlarge,sles,3.292
ap-southeast-1,i2.xlarge,sles,1.118
ap-southeast-1,i2.2xlarge,sles,2.135
ap-southeast-1,i2.4xlarge,sles,4.17
ap-southeast-1,i2.8xlarge,sles,8.24
ap-southeast-1,d2.xlarge,sles,0.97
ap-southeast-1,d2.2xlarge,sles,1.84
ap-southeast-1,d2.4xlarge,sles,3.58
ap-southeast-1,d2.8xlarge,sles,7.06
ap-northeast-1,t2.nano,sles,0.02
ap-northeast-1,t2.micro,sles,0.03
ap-northeast-1,t2.small,sles,0.07
ap-northeast-1,t2.medium,sles,0.18
ap-northeast-1,t2.large,sles,0.26
ap-northeast-1,m4.large,sles,0.274
ap-northeast-1,m4.xlarge,sles,0.448
ap-northeast-1,m4.2xlarge,sles,0.795
ap-northeast-1,m4.4xlarge,sles,1.491
ap-northeast-1,m4.10xlarge,sles,3.577
ap-northeast-1,m3.medium,sles,0.196
ap-northeast-1,m3.large,sles,0.293
ap-northeast-1,m3.xlarge,sles,0.485
ap-northeast-1,m3.2xlarge,sles,0.87
ap-northeast-1,c4.large,sles,0.233
ap-northeast-1,c4.xlarge,sles,0.365
ap-northeast-1,c4.2xlarge,sles,0.631
ap-northeast-1,c4.4xlarge,sles,1.161
ap-northeast-1,c4.8xlarge,sles,2.222
ap-northeast-1,c3.large,sles,0.228
ap-northeast-1,c3.xlarge,sles,0.355
ap-northeast-1,c3.2xlarge,sles,0.611
ap-northeast-1,c3.4xlarge,sles,1.121
ap-northeast-1,c3.8xlarge,sles,2.143
ap-northeast-1,g2.2xlarge,sles,0.998
ap-northeast-1,g2.8xlarge,sles,3.692
ap-northeast-1,r3.large,sles,0.3
ap-northeast-1,r3.xlarge,sles,0.499
ap-northeast-1,r3.2xlarge,sles,0.898
ap-northeast-1,r3.4xlarge,sles,1.696
ap-northeast-1,r3.8xlarge,sles,3.292
ap-northeast-1,i2.xlarge,sles,1.101
ap-northeast-1,i2.2xlarge,sles,2.101
ap-northeast-1,i2.4xlarge,sles,4.102
ap-northeast-1,i2.8xlarge,sles,8.104
ap-northeast-1,d2.xlarge,sles,0.944
ap-northeast-1,d2.2xlarge,sles,1.788
ap-northeast-1,d2.4xlarge,sles,3.476
ap-northeast-1,d2.8xlarge,sles,6.852
ap-southeast-2,t2.micro,sles,0.03
ap-southeast-2,t2.small,sles,0.07
ap-southeast-2,t2.medium,sles,0.18
ap-southeast-2,t2.large,sles,0.26
ap-southeast-2,m4.large,sles,0.268
ap-southeast-2,m4.xlarge,sles,0.436
ap-southeast-2,m4.2xlarge,sles,0.773
ap-southeast-2,m4.4xlarge,sles,1.445
ap-southeast-2,m4.10xlarge,sles,3.463
ap-southeast-2,m3.medium,sles,0.193
ap-southeast-2,m3.large,sles,0.286
ap-southeast-2,m3.xlarge,sles,0.472
ap-southeast-2,m3.2xlarge,sles,0.845
ap-southeast-2,c4.large,sles,0.237
ap-southeast-2,c4.xlarge,sles,0.375
ap-southeast-2,c4.2xlarge,sles,0.649
ap-southeast-2,c4.4xlarge,sles,1.197
ap-southeast-2,c4.8xlarge,sles,2.295
ap-southeast-2,c3.large,sles,0.232
ap-southeast-2,c3.xlarge,sles,0.365
ap-southeast-2,c3.2xlarge,sles,0.629
ap-southeast-2,c3.4xlarge,sles,1.158
ap-southeast-2,c3.8xlarge,sles,2.217
ap-southeast-2,g2.2xlarge,sles,0.998
ap-southeast-2,g2.8xlarge,sles,3.692
ap-southeast-2,r3.large,sles,0.3
ap-southeast-2,r3.xlarge,sles,0.499
ap-southeast-2,r3.2xlarge,sles,0.898
ap-southeast-2,r3.4xlarge,sles,1.696
ap-southeast-2,r3.8xlarge,sles,3.292
ap-southeast-2,i2.xlarge,sles,1.118
ap-southeast-2,i2.2xlarge,sles,2.135
ap-southeast-2,i2.4xlarge,sles,4.17
ap-southeast-2,i2.8xlarge,sles,8.24
ap-southeast-2,d2.xlarge,sles,0.97
ap-southeast-2,d2.2xlarge,sles,1.84
ap-southeast-2,d2.4xlarge,sles,3.58
ap-southeast-2,d2.8xlarge,sles,7.06
ap-northeast-2,t2.nano,sles,0.02
ap-northeast-2,t2.micro,sles,0.03
ap-northeast-2,t2.small,sles,0.07
ap-northeast-2,t2.medium,sles,0.18
ap-northeast-2,t2.large,sles,0.26
ap-northeast-2,m4.large,sles,0.265
ap-northeast-2,m4.xlarge,sles,0.431
ap-northeast-2,m4.2xlarge,sles,0.76
ap-northeast-2,m4.4xlarge,sles,1.421
ap-northeast-2,m4.10xlarge,sles,3.403
ap-northeast-2,c4.large,sles,0.22
ap-northeast-2,c4.xlarge,sles,0.339
ap-northeast-2,c4.2xlarge,sles,0.578
ap-northeast-2,c4.4xlarge,sles,1.055
ap-northeast-2,c4.8xlarge,sles,2.01
ap-northeast-2,r3.large,sles,0.3
ap-northeast-2,r3.xlarge,sles,0.499
ap-northeast-2,r3.2xlarge,sles,0.898
ap-northeast-2,r3.4xlarge,sles,1.696
ap-northeast-2,r3.8xlarge,sles,3.292
ap-northeast-2,i2.xlarge,sles,1.101
ap-northeast-2,i2.2xlarge,sles,2.101
ap-northeast-2,i2.4xlarge,sles,4.102
ap-northeast-2,i2.8xlarge,sles,8.104
ap-northeast-2,d2.xlarge,sles,0.944
ap-northeast-2,d2.2xlarge,sles,1.788
ap-northeast-2,d2.4xlarge,sles,3.476
ap-northeast-2,d2.8xlarge,sles,6.852
sa-east-1,t2.nano,sles,0.0235
sa-east-1,t2.micro,sles,0.037
sa-east-1,t2.small,sles,0.084
sa-east-1,t2.medium,sles,0.208
sa-east-1,t2.large,sles,0.316
sa-east-1,m3.medium,sles,0.195
sa-east-1,m3.large,sles,0.29
sa-east-1,m3.xlarge,sles,0.481
sa-east-1,m3.2xlarge,sles,0.861
sa-east-1,c3.large,sles,0.263
sa-east-1,c3.xlarge,sles,0.425
sa-east-1,c3.2xlarge,sles,0.75
sa-east-1,c3.4xlarge,sles,1.4
sa-east-1,c3.8xlarge,sles,2.7
sa-east-1,r3.4xlarge,sles,2.899
sa-east-1,r3.8xlarge,sles,5.697
us-gov-west-1,t2.nano,sles,0.0175
us-gov-west-1,t2.micro,sles,0.025
us-gov-west-1,t2.small,sles,0.061
us-gov-west-1,t2.medium,sles,0.162
us-gov-west-1,t2.large,sles,0.224
us-gov-west-1,m3.medium,sles,0.184
us-gov-west-1,m3.large,sles,0.268
us-gov-west-1,m3.xlarge,sles,0.436
us-gov-west-1,m3.2xlarge,sles,0.772
us-gov-west-1,c3.large,sles,0.226
us-gov-west-1,c3.xlarge,sles,0.352
us-gov-west-1,c3.2xlarge,sles,0.604
us-gov-west-1,c3.4xlarge,sles,1.108
us-gov-west-1,c3.8xlarge,sles,2.116
us-gov-west-1,r3.large,sles,0.3
us-gov-west-1,r3.xlarge,sles,0.499
us-gov-west-1,r3.2xlarge,sles,0.898
us-gov-west-1,r3.4xlarge,sles,1.696
us-gov-west-1,r3.8xlarge,sles,3.292
us-gov-west-1,i2.xlarge,sles,1.123
us-gov-west-1,i2.2xlarge,sles,2.146
us-gov-west-1,i2.4xlarge,sles,4.192
us-gov-west-1,i2.8xlarge,sles,8.284
us-gov-west-1,d2.xlarge,sles,0.841
us-gov-west-1,d2.2xlarge,sles,1.669
us-gov-west-1,d2.4xlarge,sles,3.325
us-gov-west-1,d2.8xlarge,sles,6.637
us-east-1,t2.nano,mswin,0.0088
us-east-1,t2.micro,mswin,0.018
us-east-1,t2.small,mswin,0.036
us-east-1,t2.medium,mswin,0.072
us-east-1,t2.large,mswin,0.134
us-east-1,m4.large,mswin,0.246
us-east-1,m4.xlarge,mswin,0.491
us-east-1,m4.2xlarge,mswin,0.983
us-east-1,m4.4xlarge,mswin,1.966
us-east-1,m4.10xlarge,mswin,4.914
us-east-1,m3.medium,mswin,0.13
us-east-1,m3.large,mswin,0.259
us-east-1,m3.xlarge,mswin,0.518
us-east-1,m3.2xlarge,mswin,1.036
us-east-1,c4.large,mswin,0.193
us-east-1,c4.xlarge,mswin,0.386
us-east-1,c4.2xlarge,mswin,0.773
us-east-1,c4.4xlarge,mswin,1.546
us-east-1,c4.8xlarge,mswin,3.091
us-east-1,c3.large,mswin,0.188
us-east-1,c3.xlarge,mswin,0.376
us-east-1,c3.2xlarge,mswin,0.752
us-east-1,c3.4xlarge,mswin,1.504
us-east-1,c3.8xlarge,mswin,3.008
us-east-1,g2.2xlarge,mswin,0.767
us-east-1,g2.8xlarge,mswin,2.878
us-east-1,r3.large,mswin,0.291
us-east-1,r3.xlarge,mswin,0.583
us-east-1,r3.2xlarge,mswin,1.045
us-east-1,r3.4xlarge,mswin,1.944
us-east-1,r3.8xlarge,mswin,3.5
us-east-1,i2.xlarge,mswin,0.973
us-east-1,i2.2xlarge,mswin,1.946
us-east-1,i2.4xlarge,mswin,3.891
us-east-1,i2.8xlarge,mswin,7.782
us-east-1,d2.xlarge,mswin,0.821
us-east-1,d2.2xlarge,mswin,1.601
us-east-1,d2.4xlarge,mswin,3.062
us-east-1,d2.8xlarge,mswin,6.198
us-west-2,t2.nano,mswin,0.0088
us-west-2,t2.micro,mswin,0.018
us-west-2,t2.small,mswin,0.036
us-west-2,t2.medium,mswin,0.072
us-west-2,t2.large,mswin,0.134
us-west-2,m4.large,mswin,0.246
us-west-2,m4.xlarge,mswin,0.491
us-west-2,m4.2xlarge,mswin,0.983
us-west-2,m4.4xlarge,mswin,1.966
us-west-2,m4.10xlarge,mswin,4.914
us-west-2,m3.medium,mswin,0.13
us-west-2,m3.large,mswin,0.259
us-west-2,m3.xlarge,mswin,0.518
us-west-2,m3.2xlarge,mswin,1.036
us-west-2,c4.large,mswin,0.193
us-west-2,c4.xlarge,mswin,0.386
us-west-2,c4.2xlarge,mswin,0.773
us-west-2,c4.4xlarge,mswin,1.546
us-west-2,c4.8xlarge,mswin,3.091
us-west-2,c3.large,mswin,0.188
us-west-2,c3.xlarge,mswin,0.376
us-west-2,c3.2xlarge,mswin,0.752
us-west-2,c3.4xlarge,mswin,1.504
us-west-2,c3.8xlarge,mswin,3.008
us-west-2,g2.2xlarge,mswin,0.767
us-west-2,g2.8xlarge,mswin,2.878
us-west-2,r3.large,mswin,0.291
us-west-2,r3.xlarge,mswin,0.583
us-west-2,r3.2xlarge,mswin,1.045
us-west-2,r3.4xlarge,mswin,1.944
us-west-2,r3.8xlarge,mswin,3.5
us-west-2,i2.xlarge,mswin,0.973
us-west-2,i2.2xlarge,mswin,1.946
us-west-2,i2.4xlarge,mswin,3.891
us-west-2,i2.8xlarge,mswin,7.782
us-west-2,d2.xlarge,mswin,0.821
us-west-2,d2.2xlarge,mswin,1.601
us-west-2,d2.4xlarge,mswin,3.062
us-west-2,d2.8xlarge,mswin,6.198
us-west-1,t2.nano,mswin,0.0108
us-west-1,t2.micro,mswin,0.022
us-west-1,t2.small,mswin,0.044
us-west-1,t2.medium,mswin,0.088
us-west-1,t2.large,mswin,0.166
us-west-1,m4.large,mswin,0.266
us-west-1,m4.xlarge,mswin,0.531
us-west-1,m4.2xlarge,mswin,1.063
us-west-1,m4.4xlarge,mswin,2.125
us-west-1,m4.10xlarge,mswin,5.313
us-west-1,m3.medium,mswin,0.14
us-west-1,m3.large,mswin,0.28
us-west-1,m3.xlarge,mswin,0.56
us-west-1,m3.2xlarge,mswin,1.12
us-west-1,c4.large,mswin,0.221
us-west-1,c4.xlarge,mswin,0.442
us-west-1,c4.2xlarge,mswin,0.884
us-west-1,c4.4xlarge,mswin,1.768
us-west-1,c4.8xlarge,mswin,3.536
us-west-1,c3.large,mswin,0.188
us-west-1,c3.xlarge,mswin,0.376
us-west-1,c3.2xlarge,mswin,0.752
us-west-1,c3.4xlarge,mswin,1.504
us-west-1,c3.8xlarge,mswin,3.008
us-west-1,g2.2xlarge,mswin,0.819
us-west-1,g2.8xlarge,mswin,3.086
us-west-1,r3.large,mswin,0.32
us-west-1,r3.xlarge,mswin,0.633
us-west-1,r3.2xlarge,mswin,1.134
us-west-1,r3.4xlarge,mswin,2.111
us-west-1,r3.8xlarge,mswin,3.8
us-west-1,i2.xlarge,mswin,1.058
us-west-1,i2.2xlarge,mswin,2.116
